   300.00 999.99986585919089 
   300.37 999.99986785026942 
   300.74 999.99986996985820 
   301.11 999.99987221079039 
   301.48 999.99987456558017 
   301.85 999.99987702646411 
   302.22 999.99987958544386 
   302.59 999.99988223432888 
   302.96 999.99988496478011 
   303.33 999.99988776835289 
   303.70 999.99989063654061 
   304.07 999.99989356081608 
   304.44 999.99989653267369 
   304.81 999.99989954366947 
   305.18 999.99990258545915 
   305.55 999.99990564983614 
   305.92 999.99990872876583 
   306.29 999.99991181441874 
   306.66 999.99991489920183 
   307.03 999.99991797578571 
   307.40 999.99992103713123 
   307.77 999.99992407651223 
   308.14 999.99992708753575 
   308.51 999.99993006415980 
   308.88 999.99993300070855 
   309.25 999.99993589188352 
   309.62 999.99993873277390 
   309.99 999.99994151886244 
   310.36 999.99994424602960 
   310.73 999.99994691055554 
   311.10 999.99994950911810 
   311.47 999.99995203879064 
   311.84 999.99995449703601 
   312.21 999.99995688169872 
   312.58 999.99995919099626 
   312.95 999.99996142350767 
   313.32 999.99996357816087 
   313.69 999.99996565421850 
   314.06 999.99996765126320 
   314.43 999.99996956918073 
   314.80 999.99997140814355 
   315.17 999.99997316859219 
   315.54 999.99997485121787 
   315.91 999.99997645694327 
   316.28 999.99997798690356 
   316.65 999.99997944242830 
   317.02 999.99998082502145 
   317.39 999.99998213634376 
   317.76 999.99998337819386 
   318.13 999.99998455249067 
   318.50 999.99998566125589 
   318.87 999.99998670659750 
   319.24 999.99998769069339 
   319.61 999.99998861577637 
   319.98 999.99998948411962 
   320.35 999.99999029802268 
   320.72 999.99999105979941 
   321.09 999.99999177176539 
   321.46 999.99999243622744 
   321.83 999.99999305547328 
   322.20 999.99999363176278 
   322.57 999.99999416731919 
   322.94 999.99999466432246 
   323.31 999.99999512490206 
   323.68 999.99999555113220 
   324.05 999.99999594502617 
   324.42 999.99999630853290 
   324.79 999.99999664353334 
   325.16 999.99999695183783 
   325.53 999.99999723518431 
   325.90 999.99999749523658 
   326.27 999.99999773358400 
   326.64 999.99999795174074 
   327.01 999.99999815114597 
   327.38 999.99999833316451 
   327.75 999.99999849908806 
   328.12 999.99999865013581 
   328.49 999.99999878745643 
   328.86 999.99999891212997 
   329.23 999.99999902516947 
   329.60 999.99999912752389 
   329.97 999.99999922007942 
   330.34 999.99999930366278 
   330.71 999.99999937904340 
   331.08 999.99999944693616 
   331.45 999.99999950800384 
   331.82 999.99999956286001 
   332.19 999.99999961207141 
   332.56 999.99999965616087 
   332.93 999.99999969560929 
   333.30 999.99999973085903 
   333.67 999.99999976231572 
   334.04 999.99999979035056 
   334.41 999.99999981530323 
   334.78 999.99999983748353 
   335.15 999.99999985717386 
   335.52 999.99999987463093 
   335.89 999.99999989008791 
   336.26 999.99999990375613 
   336.63 999.99999991582695 
   337.00 999.99999992647327 
   337.37 999.99999993585095 
